id,title,location,salary_min,category,description,created,anio
5685700837,ingeniero bi,México,2150,it jobs,"¿te gustaría pertenecer a la compañía líder en seguro automotriz? ¡buscamos talento! ingeniero bi propósito principal: el ingeniero de bi será el puente entre los datos y la toma de decisiones. tu misión principal será entender las necesidades de los usuarios de negocio, levantar la demanda de datos y crear dashboards y reportes visualmente extraordinarios y funcionales que permitan a los equipos entender su rendimiento y tomar decisiones informadas ·colaborar con diferentes áreas de negocio pa…",2026-04-01t08:41:29z,2026
5685701298,site reliability engineer - gke experience,México,1634,it jobs,what you’ll do: work on a team of extremely talented platform engineers to help maintain and scale the current and future state services platform. help architect and develop the future state compute platform by leveraging industry best practices as well as embracing new technologies to support future business growth. help influence the product roadmaps of gcp (our primary cloud provider) to better suit the future state architecture. work collaboratively with business and technical stakeholders …,2026-04-01t08:41:34z,2026
5685696202,amazon connect support engineer,"Ciudad de México, México, México",2130,it jobs,"we’re hiring an amazon connect support engineer we are looking for an amazon connect support engineer to support the day-to-day operations, stability, and performance of enterprise contact center platforms built on aws. this role focuses on providing technical production support for amazon connect environments, customer interaction workflows, integrations, and cloud-native cx solutions. you will help ensure high availability, troubleshoot incidents, support deployments, and maintain reliable c…",2026-04-01t08:40:49z,2026
5685693147,"senior associate, data analyst (alteryx)",México,2042,it jobs,"about ktsa we are ktsa – kpmg technology services americas. a service delivery center of kpmg us, with offices in mexico city, guadalajara, and a growing network of remote talent across the country. we deliver high-value technology, consulting, and corporate support services to kpmg us and its clients. at ktsa, our employer value proposition is clear: explore . explore isn’t just a word — it’s how we grow, lead, and thrive. it’s the mindset that drives our culture and shapes every opportunity: …",2026-04-01t08:40:25z,2026
5685701520,product owner,México,1659,it jobs,"job title: product owner job type: full-time employment job location: 100% remote english level: advanced years of experience: 8 yoe job description: 8 years of experience in the it industry, with at least 8 years in product management or systems/business analysis. strong experience working with sql - must have strong understanding of software development processes and cloud-native architectures. excellent communication, negotiation, and stakeholder management skills. fluent english level exper…",2026-04-01t08:41:37z,2026
5685701380,delivery manager,"Ciudad de México, México, México",1751,it jobs,"job description: delivery manager location: mexico city job type: full time key responsibilities lead and oversee delivery for multiple large, complex, and highly visible programs supporting a global technology client, ensuring high-quality execution, scalability, and on-time delivery. manage and develop large, cross-functional delivery organizations (engineering, delivery leads, program/project managers), with demonstrated experience leading technical delivery teams. act as a senior delivery p…",2026-04-01t08:41:35z,2026
5685692742,lean manufacturing / continuous improvement senior engineer,México,1108,it jobs,"bepc inc. provides specialized engineering solutions and it project management services to fortune 500 companies in the life science and technology industries. bepc mexico, a division of bepc incorporated, provides and manages consulting services for automotive and medical device companies throughout mexico and around the globe. the lean manufacturing engineer is responsible for driving operational excellence through the implementation of lean principles, productivity improvements, and waste re…",2026-04-01t08:40:18z,2026
5685693116,junior cyber supply chain,México,1840,it jobs,"rh: karla acosta location: any state of mexico industry - sector: mals what you’ll do? learn how large organizations assess and manage cybersecurity risk across suppliers and partners . support senior analysts with supplier cybersecurity assessments , including questionnaires and documentation reviews. communicate with suppliers to help guide them through assessment steps and required materials. assist with remote (virtual) cybersecurity assessments , gaining exposure to real assessment convers…",2026-04-01t08:40:24z,2026
5685701551,insider risk analyst,México,1386,it jobs,"insider risk analyst. the insider risk service ensures proper controls are implemented to protect from internal risk, exfiltration or destruction of data, and intellectual property. the operational component will be to: respond to alerts. manage risky user it (information technology) behavior. manage hr/er/legal request for review. report to legal/leadership issues that are discovered. minimum qualifications. bachelor’s degree in computer science, engineering, or related field as outlined in th…",2026-04-01t08:41:38z,2026
5685700215,director(a) de talento humano y operaciones de personal,"Guadalajara, Jalisco, México",913,it jobs,"director(a) de talento humano y operaciones de personal remoto — mexico (cdmx, monterrey, guadalajara o cualquier ciudad) $2,500 — $4,000 usd/mes (segun experiencia) tiempo completo, contratista independiente — estamos contratando. no buscamos a alguien que administre un departamento de rrhh. buscamos a la persona que lo construya — que diseñe el proceso completo de adquisicion de talento desde la primera publicacion hasta el primer dia de trabajo de cada nuevo integrante. somos un grupo multi-…",2026-04-01t08:41:20z,2026
5688190745,delivery manager,"Ciudad de México, México, México",1733,it jobs,"confidencial – empresa líder en soluciones erp buscamos un delivery manager para liderar la ejecución de proyectos corporate y enterprise , gestionando equipos multidisciplinarios y asegurando entregas de alto impacto en entornos globales. responsabilidades clave: asegurar calidad, tiempos, costos y alcance en proyectos estratégicos. supervisar project managers y consultores. gestionar riesgos, dependencias y procesos de delivery. interactuar con clientes y stakeholders internacionales. garanti…",2026-04-02t20:57:52z,2026
5687245656,sap materials management consultant,México,1026,it jobs,"reclutador: alexa lópez localidad: méxico industria: alimentos y bebidas modalidad de trabajo: híbrida tus funciones: creación e solicitudes de pedido ordenes de compra registros de entrada de mercancías gestión de facturas control y seguimiento de inventarios monitoreo flujos de compras. conocimientos y experiencia necesaria: indispensable experiencia e implementación s/4 hana conocimiento de procesos de distribución y compras, conocimientos mm deseable conocimiento integración módulos fi, sd,…",2026-04-02t04:47:04z,2026
5685693597,desarrollador junior java,"Ciudad de México, México, México",2162,it jobs,"¡tú eres el talento que buscamos!, ¿quieres unirte a nuestro proyecto? somos una consultoría innovadora y en crecimiento que busca reinventar la forma de hacer consultoría. nos especializamos en el sector financiero, con un enfoque particular en banca, seguros y riesgos. combinamos una profunda comprensión del negocio con avanzadas capacidades técnicas y tecnológicas para ofrecer soluciones personalizadas y efectivas a nuestros clientes. actualmente, en nuestra oficina de ciudad de méxico busca…",2026-04-01t08:40:32z,2026
5685693404,business analyst banking lending,México,1458,it jobs,"sobre ntt data en ntt data , tienes infinitas oportunidades para pensar en grande, actuar con valentía y asumir la responsabilidad. como líder de más de 30 mil millones de dólares en servicios de negocio y tecnología, ia e infraestructura digital, co‑innovamos soluciones con clientes y socios a nivel global para generar impacto empresarial y social. atendiendo al 75% de las empresas fortune global 100 y con expertos en más de 70 países, fomentamos la experimentación y reconocemos el gran trabaj…",2026-04-01t08:40:30z,2026
5685699730,responsable de pruebas de aseguramiento de la calidad del software,México,981,it jobs,"¡estamos contratando! buscamos tester katalon  en digital challengers, líder en el sector tecnológico, estamos en búsqueda de un(a) tester katalon que pueda asegurar la calidad y garantizar que los productos o servicios de una empresa cumplan con los estándares y eficiencia esperados  ¿qué buscamos? experiencia en las siguientes herramientas katalón postam istqb ejecución de pruebas diseño de casos de pruebas identificar entradas identificar roles o perfiles de ejecución pasos de ejecución sal…",2026-04-01t08:41:14z,2026
5685693931,consultor estratégico medios de pago,México,1086,it jobs,"acerca del puesto business and strategy consultant more human. more minsait. si te apasionan el colaborar en proyectos que tengan un impacto real en clientes top y de diferentes sectores y quieres afrontar un nuevo desafío ¡te invitamos a convertirte en minsaiter! únete a nuestro equipo para contribuir al cambio positivo que deseamos ver en el mundo, mientras creces en tu desarrollo profesional en un entorno retador. ¿qué buscamos en ti para crecer juntos? buscamos talento con visión, curiosida…",2026-04-01t08:40:34z,2026
5685697332,acceleration center - managed services - sap mtd (pp or mm) senior consultant,México,1479,it jobs,"acceleration center - managed services - sap mtd (pp) senior consultant preferred skills: sap certification on qm/plm module used solution manager in the implementation worked on integration with other modules like mm, wm, sd, pm, pp experience in any ticket management tool and support relevant work environments. good communication skill in english strong understanding of integration with other modules like mm sd pp wm qm exposure to interfaces like ale/idoc or edi/idoc with little technical kn…",2026-04-01t08:40:56z,2026
5685701600,kam jr (electronica),"Tlalnepantla, Morelos, México",1594,it jobs,"kam jr. descripcion del puesto: responsable de el desarrollo y gestion de cuentas del canal departamental,autoservicio y/o clubes de precio de productos de audio . (preferentemente haber manejado cuentas como liverpool, sears , sanborns ) . principales responsabildades departamental,autoservicio y/o clubes de precio asegurar la correcta planeación de las ejecuciones administracion del forecast administración y gestion del presupuesto de sales deduction construcción de la relacion comercial.",2026-04-01t08:41:38z,2026
5687245790,kam b2b (pantallas),"Naucalpan de Juárez, Estado de México, México",1751,it jobs,"kam b2b-pantallas role & responsibility • business development : engaging new customers and finding new digital signage & business opportunities. • developing new digital display solution packages and new business models with partners (using full range & partner’s products and solutions) • consultative sales & value-based selling: providing right solution packages and making proposals with an in-depth understanding of customer’s business, needs, and usages. qualifications: • minimum 5 years of …",2026-04-02t04:47:17z,2026
5685694522,consultor/a senior sap basis,México,1060,it jobs,"tras más de 25 años ejecutando más de 1500 proyectos y desarrollando soluciones tecnológicas de negocio, stratesys se ha convertido en una multinacional líder en servicios digitales y una de las mayores especialistas en tecnología sap. dentro de nuestro plan de crecimiento en méxico, buscamos un/a consultor/a senior sap con experiencia en entornos cloud para reforzar nuestra área de basis. nos encantaría que tuvieras: experiencia o conocimientos en al menos una de las siguientes plataformas: - …",2026-04-01t08:40:37z,2026
5688190645,sap materials management consultant,México,1254,it jobs,"sap mm provide l2/l3 support for sap mm processes including purchasing, inventory management, and invoice verification analyze and resolve incidents, service requests, and production issues related to mm functionality support procure-to-pay (p2p) processes and ensure smooth integration with fi, sd, and wm/ewm modules perform configuration analysis and troubleshooting to identify root causes and implement solutions assist business users with day-to-day operational issues and provide functional g…",2026-04-02t20:57:46z,2026
5685700243,data warehouse,México,813,it jobs,"leads team and independently designs, develops, tests, implements, documents, and supports data warehouses, including etl, database, and scheduling technologies and processes. what you need: · bachelor’s degree in arts/sciences (ba/bs) or equivalent education/ experience required · loma certification preferred · 8 years data warehouse or relevant experience required · 8 years etl, database, and scheduling experience required · 4 years of data analysis experience required · experience in kimball…",2026-04-01t08:41:21z,2026
5685697690,product owner,México,1719,it jobs,"we’re looking for a proactive and analytical product owner who can bridge the gap between complex data platforms and business strategy . in this role, you’ll own the product backlog, guide 2–3 scrum teams , and act as the key link between engineering, stakeholders, and clients —ensuring we deliver high-value, data-driven solutions. what you’ll do product strategy & delivery define product scope and deliverables with key stakeholders build and manage a clear, outcome-driven product roadmap plan …",2026-04-01t08:40:58z,2026
5689758259,ai-first senior fde (backend & devops) (mexico),México,1729,it jobs,"about digitalt3 at digitalt3, we design and deploy ai-powered solutions that transform how enterprises operate. we are not just implementing ai tools — we are building intelligent systems from the core. we are actively developing next-generation ai capabilities while helping global clients accelerate innovation. our teams across the u.s., mexico, and india collaborate to solve complex technical challenges with speed, precision, and impact. role overview: as a senior forward deployed engineer, y…",2026-04-04t05:07:04z,2026
5685693184,senior international tax services,México,1789,it jobs,"forvis mazars mexico is seeking an international tax senior to join our growing international tax services practice. this role is ideal for professionals who are passionate about cross-border taxation, technical problem-solving, and supporting multinational clients in navigating complex tax challenges. as an its senior, your primary mission is to ensure that clients’ international operations remain fully compliant with mexican and global tax regulations while helping identify opportunities to o…",2026-04-01t08:40:25z,2026
5685693464,especialista en ingeniería de procesos (experiencia en industria de consumo),México,1248,it jobs,"desde von der heide, estamos acompañando en la búsqueda de un/a ingeniero de procesos comerciales para que se sume a una consultoría de analytics. como misión principal, deberás fusionar la ingeniería (optimización y eficiencia) con las ventas y el marketing, analizando, diseñando y mejorando los flujos de trabajo para maximizar ventas, reducir costos y aumentar la rentabilidad para clientes multinacionales. ¿cuál será tu rol? como ingeniero de procesos comerciales tendrás la responsabilidad de…",2026-04-01t08:40:31z,2026
5685695396,customer service representative (portuguese),"Guadalajara, Jalisco, México",2273,it jobs,"1 year minimum on technical support, troubleshooting experience hands-on experience on fixes for desktops and laptops that include software installations and upgrades. troubleshooting skills for vpn connectivity, dial-out, wireless routers, active directory availability 24 / 7",2026-04-01t08:40:43z,2026
5685700297,senior sales operations analyst/ english 90%,México,1995,it jobs,"what a day in life looks like: · the senior sales operations analyst will act as a operations business partner to the americas sales ops team you will be responsible for owning and continuously improving elements of sales process execution, ensuring a structured operating cadence, and providing actionable insights into pipeline health, sales activity and sales achievements as a trusted advisor, you will work closely with the sales leadership team and sales operations to improve processes, optim…",2026-04-01t08:41:22z,2026
5685699384,sap fico,México,1948,it jobs,"facilitate the implementation and support of sap financials (focus on fico controlling – cost center accounting, profit center accounting, product costing, profitability analysis, project system, results analysis, unsettled costs, month end close, overhead assessment, and settlement.) · perform detailed analysis of complex business process requirements and provide appropriate system solutions; identify, interpret, validate and document customer requirements. · facilitate workshops to collect bu…",2026-04-01t08:41:09z,2026
5690549596,"desarrollador javascript / supabase — integración webhook gps (1 semana, proyecto puntual)",México,1683,it jobs,"somos era group latam, firma de consultoría de reducción de costos con sede en monterrey. estamos desarrollando una plataforma de optimización logística. lo que necesitamos (trabajo de 1 semana): configurar la integración entre la plataforma gps geotab y nuestra base de datos en supabase (postgresql). el trabajo consiste en: crear una supabase edge function (deno/typescript) que reciba el webhook de geotab cada 30 segundos y escriba los datos de posición gps en la tabla evento_gps verificar que…",2026-04-05t05:08:27z,2026
5685692855,analista de edi,"Nuevo León, México, México",1770,it jobs,"we are seeking an edi & data integration specialist to lead onboarding of new edi trading partners (carriers and suppliers), maintain edi maps and workflows, and proactively monitor daily operations. this role works closely with it, supply chain, and finance to implement edi changes, ensure compliance with partner requirements, and streamline data flow using lean methodologies. you will troubleshoot system issues, resolve performance gaps, and collaborate with internal/external it teams to enha…",2026-04-01t08:40:20z,2026
5688190053,gses procurement specialist,México,2415,it jobs,"syntax is a leader in providing cloud and managed services to businesses across north america. syntax’s cloud offerings, including their best-in-class enterprise cloud for erp continues to grow and accelerate; a unique offering that safely hosts and manages critical business applications. syntax partners with global it leaders such as oracle, ibm and others. oferta: vacante para mexico - modalidad remota nomina al 100% prestaciones superiores a la ley sueldo competitivo estabilidad laboral trab…",2026-04-02t20:55:39z,2026
5685696115,representante de desarrollo de negocios,México,2283,it jobs,"sobre el puesto evernex busca un(a) business development representative (bdr) para impulsar el desarrollo de oportunidades comerciales en méxico. esta posición será responsable de identificar, calificar y generar nuevas oportunidades de negocio, actuando de forma estratégica en la prospección de clientes y contribuyendo directamente al crecimiento de la operación en latam. principales responsabilidades realizar prospección activa (outbound) en el mercado (llamadas, emails y social selling) iden…",2026-04-01t08:40:48z,2026
5685700952,salesforce,"Zapopan, Jalisco, México",1984,it jobs,"hcltech is a global technology company, home to more than 223,000 people in 60 countries, delivering industry-leading capabilities centered around digital, engineering, cloud and ai, powered by a broad portfolio of technology services and products. we work with clients across all major verticals, providing industry solutions for financial services, manufacturing, life sciences and healthcare, technology and services, telecom and media, retail and cpg, and public services. consolidated revenues …",2026-04-01t08:41:31z,2026
5685700942,consultor sap b1,"Ciudad de México, México, México",2239,it jobs,"¿quiénes somos? somos la empresa de tecnología y negocios más prestigiosa de iberoamérica. nuestra red regional permite responder rápidamente a la demanda, con especialistas en cada problemática y aplicando innovación tecnológica a cada negocio. ¿qué buscamos? nos encontramos en la búsqueda de un consultor sap business one – producción / mrp (funcional – senior) para sumarse a proyectos en diversos mercados.  ¿qué tareas deberá hacer el perfil que se sume? implementar y parametrizar el módulo d…",2026-04-01t08:41:31z,2026
5687245547,product engineer,México,1243,it jobs,"about us telos labs is an innovative, growing company focused on designing, building, and managing digital and ai-powered products for technology and social impact ventures. we work on projects that combine meaningful human needs, passionate teams, and business viability. our clients are primarily based in the u.s. we are seeking a highly capable individual who thrives at the intersection of product thinking and technical execution — someone who can define what to build and help build it. what …",2026-04-02t04:46:50z,2026
5685692793,encargado / a de auditoría externa,"Hermosillo, Sonora, México",1672,it jobs,"kpmg es firma líder en servicios profesionales de auditoría, impuestos y asesoría que ofrece a nuestros clientes experiencia global y un amplio conocimiento local tenemos presencia en más de 155 países siendo más de 155,000 profesionales y en méxico, contamos con oficinas en 17 estados con más 3,500 colaboradores consultora de servicios se encuentra en búsqueda de encargado/a de auditoría externa con el siguiente perfil: ¿cuál sería tu propósito en este puesto? planear las auditorias de empresa…",2026-04-01t08:40:18z,2026
5685700549,digital content operations specialist,"Ciudad de México, México, México",2062,it jobs,"digital content operations specialist (streaming / vod publishing) location: av. paseo de la reforma 250, torre ""a"", piso 8, colonia juárez, alcaldía cuauhtémoc, c.p. 06600, cdmx, méxico work schedule : 5 days per week with 2 rotating days off. days off are not fixed to weekends. required skills 2 to 3 years of experience in media production digital content operations or broadcast operations working knowledge of cms based publishing workflows for digital or streaming platforms intermediate prof…",2026-04-01t08:41:25z,2026
5685700323,transfer agent oversight (shareholder services)– consultant,México,1711,it jobs,"transfer agent oversight (shareholder services)– consultant – americas delivery mexico (admx) are you an experienced, passionate pioneer in technology? a transfer agent oversight who wants to work in a collaborative environment? as an experienced transfer agent oversight (shareholder services) consultant you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. americas delivery mexico(admx) leverages scale and talent to pr…",2026-04-01t08:41:22z,2026
5685696912,workday engineer,México,1810,it jobs,"why compucom? compucom systems, inc. provides end-to-end it managed services to enable the digital workplace for enterprise, midsize and small businesses. to enable our clients to focus on what matters most, we employ a customer-centric, hard-working, and talented group of people that act like an owner, do the right thing, and have fun doing it! the erp engineer role will be responsible for project-level application development, design, and integration of workday platform. they plan, design, an…",2026-04-01t08:40:53z,2026
5680960830,desenvolvedor fullstack pleno react.js  node.js (com maior foco em react.js),"São Paulo, Estado de São Paulo, Brasil",800,it jobs,"aqui na zallpy, tecnologia nasce de pessoas curiosas, colaborativas e com vontade de fazer bem feito. se você gosta de ambientes onde existe espaço para perguntar, testar, aprender e evoluir junto, se liga nessa oportunidade!  estamos buscando uma pessoa para atuar em um time que pensa grande, trabalha com atenção aos detalhes, parceria no dia a dia e responsabilidade compartilhada. acreditamos em autonomia, troca entre diferentes experiências e soluções construídas em conjunto. por aqui, cresc…",2026-03-28t01:15:17z,2026
5665331895,supervisor de talent acquisition bilíngue,"São Paulo, Estado de São Paulo, Brasil",1005,it jobs,"somos fanáticos por nossas pessoas! e demonstramos isso oferecendo uma cultura de pertencimento; caminhos claros para o desenvolvimento de carreira; programas de apoio profissional, coaching e mentoria, uma rede global de amigos e colegas que podem te suportar e mais! (tipo, muito mais.). quer estar em uma multinacional que é great place to work, apoiar as melhores marcas do mercado, inovar e mudar o mundo – tudo ao mesmo tempo em que estabelece conexões reais com as pessoas e desenvolve sua ca…",2026-03-14t08:34:18z,2026
5665542666,engenheiro(a) de ia – mosaic ai (databricks),"São Paulo, Estado de São Paulo, Brasil",1684,it jobs,"a tata consultancy services (tcs) é líder global em serviços de ti, consultoria & soluções de negócios com uma grande rede de centros de inovação & entrega. fomos reconhecidos como um global top employer e nossa capacidade de fornecer carreiras holísticas de longo prazo baseadas em aprendizado contínuo impulsionado por nosso ecossistema de aprendizagem digital nos ajuda a desenvolver os melhores talentos! e convidamos você a fazer parte da nossa equipe! sobre a posição: buscamos um(a) engenheir…",2026-03-14t16:35:24z,2026
5685694775,pesquisador doutores inovando no setor empresarial - terris - desenvolvimento e integração de sistema inteligente para agricultura de precisão,"Pato Branco, Paraná, Brasil",1617,it jobs,"a fundação araucária, em parceria com o iel paraná, oferece às empresas paranaenses um programa inovador que conecta seu negócio a doutores profissionais. o doutores inovando no setor empresarial oportunizará expertise técnica, científica e metodológica, essenciais para impulsionar o crescimento, a inovação e aumentar a sustentabilidade da sua empresa, fortalecendo seu posicionamento no cenário competitivo. o programa oferece bolsas para a inserção de doutores em empresas paranaenses , promoven…",2026-04-01t11:40:38z,2026
5613483959,mid/senior ios developer,"Foz do Iguaçu, Paraná, Brasil",2098,it jobs,"tg lab is a technology company powering some of the biggest winners in sports betting and online casino products. we provide player account management and engagement technology to industry leaders such as stake.com, belgium national lottery, betsson group , and many others. our innovative yet practical solutions fuel world-class real-money wagering technology that supports over 1 million players . our igaming software is designed for distribution to casino and sportsbook operators across the eu…",2026-02-04t08:39:28z,2026
5634585670,dotnet developer,Brasil,1655,it jobs,"responsibilities: collaborate with portfolio managers and external teams derive requirements and match it with architecture solutions develop, test and deploy applications l3 support of end users and business mandatory skills description: • minimum 5 years of development experience in financial services or technology industries. • full lifecycle experience including requirements gathering, implementation, testing, release, and support. • strong technical and development skills in cross-platform…",2026-02-18t10:49:13z,2026
5671925197,analista de business development,"Rio de Janeiro, Estado do Rio de Janeiro, Brasil",1142,it jobs,"quem somos nós na amaris consulting , acreditamos que a tecnologia deve servir às pessoas — e não o contrário. somos uma consultoria independente de tecnologia e gestão que apoia empresas em seus projetos de transformação em todo o mundo. presente em mais de 60 países e reunindo mais de 7.000 pessoas de 110 nacionalidades diferentes, atuamos em diversos setores — desde tecnologia da informação, engenharia, ciências da vida, até energia e telecomunicações. nosso objetivo é construir um futuro ma…",2026-03-19t08:59:03z,2026
5687575352,analista de controladoria - bi (presencial),"Brasilia, Distrito Federal, Brasil",1591,it jobs,"olá, somos a zello tecnologia. uma empresa inovadora de soluções integradas em ti, com a missão de criar um mundo mais simples e prático por meio da tecnologia. atuamos, principalmente, com organizações governamentais, oferecendo soluções que impactam positivamente a sociedade e transformam vidas. se você é apaixonado por comunicação, tecnologia e tem vontade de contribuir para um impacto real, trabalhando com mais liberdade, essa oportunidade é para você! buscamos um analista de controladoria …",2026-04-02t11:50:37z,2026
5689937533,analista de dados sênior,Brasil,2451,it jobs,"sobre a vaga a tata consultancy services (tcs) é líder global em serviços de ti, consultoria & soluções de negócios com uma grande rede de centros de inovação & entrega. fomos reconhecidos como um global top employer e nossa capacidade de fornecer carreiras holísticas de longo prazo baseadas em aprendizado contínuo impulsionado por nosso ecossistema de aprendizagem digital nos ajuda a desenvolver os melhores talentos! e convidamos você a fazer parte da nossa equipe! sobre a posição estamos em b…",2026-04-04t14:09:28z,2026
5681941030,suporte técnico n1,"Porto Alegre, Rio Grande do Sul, Brasil",1105,it jobs,"a nelogica é uma empresa voltada a tecnologia e principalmente inovação dentro do mercado financeiro , está em plena expansão internacional após conquistar a frente tecnológica da bolsa brasileira. atuamos com um processo seletivo que busca por potencial e pessoas alinhadas à nossa cultura! neste momento, estamos com posições no nosso time de atendimento aos mais diversos clientes da nelogica que queiram deixar uma marca real no mercado! desafios da posição: atendimento ao cliente nos mais dive…",2026-03-29t01:20:12z,2026
5688779364,product owner pleno,"Limeira, Estado de São Paulo, Brasil",1407,it jobs,"conduzir a gestão do backlog e o acompanhamento das demandas de produto, garantindo clareza, priorização, alinhamento com stakeholders e entregas com valor para o cliente. participar ativamente dos rituais ágeis, manter a documentação organizada e contribuir com a melhoria contínua dos processos, promovendo integração entre áreas e boa comunicação com o time técnico. atividade receber, analisar e classificar demandas vindas do escritório de projetos, clientes da base e novos clientes, garantind…",2026-04-03t12:02:51z,2026
5671539044,dotnet developer,"São Paulo, Estado de São Paulo, Brasil",1273,it jobs,"venha para uma das maiores empresas de serviços it do mundo aqui você pode transformar sua carreira! por que fazer parte da tcs? aqui na tcs acreditamos que as pessoas fazem a diferença, por isso vivemos uma cultura de aprendizado ilimitado cheio de oportunidades de melhorias e desenvolvimento mútuo. o cenário ideal para expandir ideias através das ferramentas certas, contribuindo para nosso sucesso num ambiente colaborativo. procuramos dot net developer que queira aprender e transformar sua ca…",2026-03-18t23:00:04z,2026
5668629447,gerenciador de projetos de computador e habilitação do usuário final,"São Paulo, Estado de São Paulo, Brasil",1079,it jobs,"venha para uma das maiores empresas de serviços ti do mundo aqui você pode transformar sua carreira! por que fazer parte da tcs? aqui na tcs acreditamos que as pessoas fazem a diferença, por isso vivemos uma cultura de aprendizado ilimitado cheio de oportunidades de melhorias e desenvolvimento mútuo. o cenário ideal para expandir ideias através das ferramentas certas, contribuindo para nosso sucesso num ambiente colaborativo. gerenciador de projetos de computador e habilitação do usuário final …",2026-03-16t10:42:22z,2026
5688190524,senior airtable engineer,Brasil,1542,it jobs,"senior airtable engineer brazil software engineer ii important information location: brazil job mode: full-time work mode: work from home job summary we are seeking a senior airtable engineer with a proven track record in designing, architecting, and scaling mission-critical business systems built on airtable. this is a hands-on technical role focused on building and maintaining robust, secure, and scalable airtable-based operational platforms that power loan origination, underwriting, servicin…",2026-04-02t23:57:14z,2026
