EgresadoID,EstudianteID,TieneEmpleoFormal,SalarioMensualUSD,TrabajaEnAreaDeEstudio,anio
215,215,False,,False,2024
216,216,True,1563.52,True,2024
217,217,True,2424.8,True,2024
218,218,True,1208.52,True,2024
219,219,False,,False,2024
220,220,True,1662.12,True,2024
221,221,True,1403.36,True,2024
222,222,True,1797.6,True,2024
223,223,True,1862.56,True,2024
224,224,True,1735.56,True,2024
225,225,True,1549.8,True,2024
226,226,True,1517.36,True,2024
227,227,True,1743.84,True,2024
228,228,True,1396.44,True,2024
229,229,True,1550.08,True,2024
230,230,True,1310.4,True,2024
231,231,True,2093.8,True,2024
232,232,True,1753.92,True,2024
233,233,True,1266.72,True,2024
234,234,True,1531.44,True,2024
235,235,True,1757.28,True,2024
236,236,True,1966.68,True,2024
237,237,True,2024.88,True,2024
238,238,True,1297.92,True,2024
239,239,False,,False,2024
240,240,True,1067.36,True,2024
241,241,True,1615.68,True,2024
242,242,False,,False,2024
243,243,True,1376.0,True,2024
244,244,True,1776.5,True,2024
245,245,True,1030.64,True,2024
246,246,False,,False,2024
247,247,True,1729.52,True,2024
248,248,True,1195.1,True,2024
249,249,True,1330.0,True,2024
250,250,True,1618.92,True,2024
251,251,True,2130.24,True,2024
252,252,True,2180.88,True,2024
253,253,True,1295.84,True,2024
254,254,True,2401.92,True,2024
255,255,True,1509.04,True,2024
256,256,True,1869.28,True,2024
257,257,False,,False,2024
258,258,True,1216.0,True,2024
259,259,True,2171.68,True,2024
260,260,True,2320.64,True,2024
261,261,False,,False,2024
262,262,True,1679.4,True,2024
263,263,True,1290.0,True,2024
264,264,True,1463.0,True,2024
265,265,True,1246.96,True,2024
266,266,False,,False,2024
267,267,True,1190.35,True,2024
268,268,True,1415.68,True,2024
269,269,True,1300.55,True,2024
270,270,True,1845.76,True,2024
271,271,True,1840.16,True,2024
272,272,True,2268.0,True,2024
273,273,True,1457.12,True,2024
274,274,True,1300.0,True,2024
275,275,True,1755.04,True,2024
276,276,True,1904.75,True,2024
277,277,False,,False,2024
278,278,True,1920.24,True,2024
279,279,True,1368.36,True,2024
280,280,True,1235.0,True,2024
281,281,True,1116.72,True,2024
282,282,True,1277.92,True,2024
283,283,True,1266.72,True,2024
284,284,True,1540.24,True,2024
285,285,False,,False,2024
286,286,True,1549.8,True,2024
287,287,True,1328.4,True,2024
288,288,False,,False,2024
289,289,False,,False,2024
290,290,True,1949.92,True,2024
291,291,True,1745.0,True,2024
292,292,False,,False,2024
293,293,True,1766.96,True,2024
294,294,True,1704.24,True,2024
295,295,True,1853.0,True,2024
296,296,True,2225.88,True,2024
297,297,True,2247.84,True,2024
298,298,True,1746.1,True,2024
299,299,True,1543.36,True,2024
300,300,True,1358.56,True,2024
301,301,True,2007.04,True,2024
302,302,True,1472.04,True,2024
303,303,False,,False,2024
304,304,True,1452.88,True,2024
305,305,True,1494.72,True,2024
306,306,True,1876.0,True,2024
307,307,True,1583.68,True,2024
308,308,True,1366.2,True,2024
309,309,True,2071.0,True,2024
310,310,True,1269.84,True,2024
311,311,True,1108.64,True,2024
312,312,True,1496.56,True,2024
313,313,True,1892.16,True,2024
314,314,False,,False,2024
315,315,True,1423.44,True,2024
316,316,True,1532.52,True,2024
317,317,True,1382.25,True,2024
318,318,True,1671.28,True,2024
319,319,False,,False,2024
320,320,False,,False,2024
321,321,True,1697.76,True,2024
322,322,True,1159.6,True,2024
323,323,True,1365.28,True,2024
324,324,False,,False,2024
325,325,False,,False,2024
326,326,True,1752.4,True,2024
327,327,False,,False,2024
328,328,True,1583.68,True,2024
329,329,True,1290.64,True,2024
330,330,True,1327.2,True,2024
331,331,True,1221.7,True,2024
332,332,True,1363.0,True,2024
333,333,True,1582.56,True,2024
334,334,True,1335.36,True,2024
335,335,True,2273.6,True,2024
336,336,True,1966.68,True,2024
337,337,True,1824.48,True,2024
338,338,True,1447.04,True,2024
339,339,True,1542.0,True,2024
340,340,True,2212.0,True,2024
341,341,True,2150.0,True,2024
342,342,True,1602.64,True,2024
343,343,True,1133.0,True,2024
344,344,True,1474.72,True,2024
345,345,True,1347.84,True,2024
346,346,False,,False,2024
347,347,True,2057.4,True,2024
348,348,True,1296.0,True,2024
349,349,True,1348.48,True,2024
350,350,True,1388.88,True,2024
351,351,True,1774.08,True,2024
352,352,True,1124.48,True,2024
353,353,True,1221.48,True,2024
354,354,True,1537.76,True,2024
355,355,True,1841.84,True,2024
356,356,False,,False,2024
357,357,False,,False,2024
358,358,False,,False,2024
359,359,True,1937.6,True,2024
360,360,True,1102.08,True,2024
361,361,True,1758.4,True,2024
362,362,True,1717.2,True,2024
363,363,True,1937.52,True,2024
364,364,False,,False,2024
365,365,True,1253.88,True,2024
366,366,True,2230.2,True,2024
367,367,True,1896.16,True,2024
368,368,True,2421.36,True,2024
369,369,True,1543.36,True,2024
370,370,True,1853.6,True,2024
371,371,True,1332.0,True,2024
372,372,True,1504.16,True,2024
373,373,True,1564.92,True,2024
374,374,True,1206.36,True,2024
375,375,True,1553.76,True,2024
376,376,True,1302.48,True,2024
377,377,True,1257.76,True,2024
378,378,True,1276.0,True,2024
379,379,True,1487.36,True,2024
380,380,True,2320.92,True,2024
381,381,True,1393.0,True,2024
382,382,True,1318.72,True,2024
383,383,True,2275.56,True,2024
384,384,False,,False,2024
385,385,True,2188.08,True,2024
386,386,True,1372.8,True,2024
387,387,True,1264.68,True,2024
388,388,True,1891.68,True,2024
389,389,False,,False,2024
390,390,False,,False,2024
391,391,True,1104.32,True,2024
392,392,True,1269.0,True,2024
393,393,True,1573.2,True,2024
394,394,False,,False,2024
395,395,True,1280.24,True,2024
396,396,True,1500.12,True,2024
397,397,True,1655.64,True,2024
398,398,True,1334.75,True,2024
399,399,False,,False,2024
400,400,True,1816.56,True,2024
401,401,True,1404.48,True,2024
402,402,True,1659.84,True,2024
403,403,False,,False,2024
404,404,True,2564.8,True,2024
405,405,True,2363.92,True,2024
406,406,False,,False,2024
407,407,True,1168.5,True,2024
408,408,False,,False,2024
409,409,False,,False,2024
410,410,True,1522.08,True,2024
411,411,True,1448.75,True,2024
412,412,False,,False,2024
413,413,True,1318.68,True,2024
414,414,False,,False,2024
415,415,True,1689.12,True,2024
416,416,True,1452.64,True,2024
417,417,False,,False,2024
418,418,True,1130.48,True,2024
419,419,True,1662.12,True,2024
420,420,True,1536.64,True,2024
421,421,False,,False,2024
422,422,True,1451.84,True,2024
423,423,True,1150.24,True,2024
424,424,True,1342.44,True,2024
425,425,True,2033.95,True,2024
426,426,False,,False,2024
427,427,True,1402.24,True,2024
428,428,False,,False,2024
429,429,True,1590.84,True,2024
430,430,False,,False,2024
431,431,True,1624.32,True,2024
432,432,True,1496.88,True,2024
433,433,True,1051.92,True,2024
434,434,True,1878.0,True,2024
435,435,True,2117.55,True,2024
436,436,True,1524.96,True,2024
437,437,True,1273.32,False,2024
438,438,True,2070.0,True,2024
439,439,True,1551.2,True,2024
440,440,True,1487.16,True,2024
441,441,True,1421.28,True,2024
442,442,True,1372.0,True,2024
443,443,True,1429.92,True,2024
444,444,False,,False,2024
445,445,True,1339.5,True,2024
446,446,True,1156.0,True,2024
447,447,True,1388.4,True,2024
448,448,False,,False,2024
449,449,True,1706.4,True,2024
450,450,True,1260.0,True,2024
451,451,True,1410.08,True,2024
452,452,True,1562.0,True,2024
453,453,True,1924.56,True,2024
454,454,True,1146.88,True,2024
455,455,True,1647.52,True,2024
456,456,False,,False,2024
457,457,True,1313.28,True,2024
458,458,True,1357.44,False,2024
459,459,True,1826.24,True,2024
460,460,True,1529.92,True,2024
461,461,True,1163.68,True,2024
462,462,True,1534.68,True,2024
463,463,False,,False,2024
464,464,True,1257.76,True,2024
465,465,True,2412.48,True,2024
466,466,True,1545.6,True,2024
467,467,True,1612.8,True,2024
468,468,True,1359.72,True,2024
469,469,True,1466.64,True,2024
470,470,True,2038.4,True,2024
471,471,True,1378.08,True,2024
472,472,True,1415.88,True,2024
473,473,False,,False,2024
474,474,True,1278.16,True,2024
475,475,False,,False,2024
476,476,True,1288.0,True,2024
477,477,True,1539.0,True,2024
478,478,True,2382.48,True,2024
479,479,True,1197.28,True,2024
480,480,False,,False,2024
481,481,True,2266.16,True,2024
482,482,False,,False,2024
483,483,True,1847.88,True,2024
484,484,True,2030.4,True,2024
485,485,True,1953.72,True,2024
486,486,True,1353.04,True,2024
487,487,True,1292.48,True,2024
488,488,True,1343.52,True,2024
489,489,True,1607.04,True,2024
490,490,True,1765.12,True,2024
491,491,True,1486.24,True,2024
492,492,True,2130.24,True,2024
493,493,False,,False,2024
494,494,True,1800.24,True,2024
495,495,True,1090.96,True,2024
496,496,True,1461.24,True,2024
497,497,False,,False,2024
498,498,True,1502.28,True,2024
499,499,True,1967.76,True,2024
500,500,True,1759.0,True,2024
501,501,True,1554.56,True,2024
502,502,True,2335.2,True,2024
503,503,True,1914.08,True,2024
504,504,True,1350.0,True,2024
505,505,True,1002.56,True,2024
506,506,True,2172.0,True,2024
507,507,True,1377.0,True,2024
508,508,False,,False,2024
509,509,True,1591.2,True,2024
510,510,True,1624.32,True,2024
511,511,False,,False,2024
512,512,True,2253.44,True,2024
513,513,True,1886.76,True,2024
514,514,True,1209.6,True,2024
515,515,False,,False,2024
516,516,True,1865.76,True,2024
517,517,True,1438.56,True,2024
518,518,False,,False,2024
519,519,True,1340.64,True,2024
520,520,True,1692.32,True,2024
521,521,True,1443.0,True,2024
522,522,True,1115.64,True,2024
523,523,True,1988.48,True,2024
524,524,False,,False,2024
525,525,False,,False,2024
526,526,False,,False,2024
527,527,True,1548.72,True,2024
528,528,True,2087.0,True,2024
529,529,True,2048.76,True,2024
530,530,True,1889.44,True,2024
531,531,True,1305.2,False,2024
532,532,True,1674.0,True,2024
533,533,False,,False,2024
534,534,True,1530.0,True,2024
535,535,True,1816.64,True,2024
536,536,False,,False,2024
537,537,True,1918.56,True,2024
538,538,True,1366.56,True,2024
539,539,False,,False,2024
540,540,True,1700.4,True,2024
541,541,True,982.0,True,2024
542,542,True,1922.4,True,2024
543,543,True,1410.48,True,2024
544,544,True,1910.52,True,2024
545,545,False,,False,2024
546,546,True,1572.48,True,2024
547,547,True,1849.12,True,2024
548,548,True,1299.2,True,2024
549,549,True,981.35,False,2024
550,550,True,1715.84,True,2024
551,551,True,2348.64,True,2024
552,552,True,1236.48,True,2024
553,553,False,,False,2024
554,554,False,,False,2024
555,555,False,,False,2024
556,556,True,2235.52,True,2024
557,557,True,1744.2,True,2024
558,558,True,2135.6,True,2024
559,559,True,1727.04,True,2024
560,560,True,1649.16,True,2024
561,561,True,1306.8,True,2024
562,562,True,1079.68,True,2024
563,563,False,,False,2024
564,564,False,,False,2024
565,565,True,1433.16,True,2024
566,566,True,1858.48,True,2024
567,567,True,1198.0,True,2024
568,568,True,1685.6,True,2024
569,569,True,1554.8,True,2024
570,570,True,1248.8,True,2024
571,571,True,1303.0,True,2024
572,572,True,1766.24,True,2024
573,573,True,1508.76,True,2024
574,574,True,1437.35,True,2024
575,575,True,2568.16,True,2024
576,576,False,,False,2024
577,577,True,1282.4,True,2024
578,578,True,1843.56,True,2024
579,579,True,1224.16,True,2024
580,580,True,1802.08,True,2024
581,581,True,1606.8,True,2024
582,582,True,1882.44,True,2024
583,583,True,1537.1,True,2024
584,584,False,,False,2024
585,585,True,1433.6,True,2024
586,586,True,1545.48,True,2024
587,587,True,1697.92,True,2024
588,588,True,1799.2,True,2024
589,589,True,1919.68,True,2024
590,590,True,1287.52,True,2024
591,591,True,1240.72,True,2024
592,592,True,1647.52,True,2024
593,593,True,1741.6,True,2024
594,594,True,2290.68,True,2024
595,595,False,,False,2024
596,596,True,1866.8,True,2024
597,597,True,1521.72,True,2024
598,598,True,1377.6,True,2024
599,599,True,1570.4,True,2024
600,600,True,1083.24,True,2024
601,601,True,1101.6,True,2024
602,602,False,,False,2024
603,603,True,1427.76,True,2024
604,604,True,1362.96,True,2024
605,605,True,1130.5,True,2024
606,606,True,1153.3,True,2024
607,607,True,1294.8,True,2024
608,608,True,1473.92,True,2024
609,609,True,1627.6,True,2024
610,610,True,1693.44,True,2024
611,611,True,1751.68,True,2024
612,612,True,1853.6,True,2024
613,613,False,,False,2024
614,614,False,,False,2024
615,615,True,1379.84,True,2024
616,616,True,1642.16,True,2024
617,617,True,1330.56,True,2024
618,618,True,1708.72,True,2024
619,619,True,1318.68,True,2024
620,620,True,1600.48,True,2024
621,621,True,1352.96,True,2024
622,622,True,1538.0,True,2024
623,623,True,1567.0,True,2024
624,624,True,1020.24,True,2024
625,625,True,1316.7,True,2024
626,626,True,1622.88,True,2024
627,627,True,1504.8,True,2024
628,628,True,1732.64,True,2024
629,629,True,1426.68,True,2024
630,630,True,1672.32,True,2024
631,631,True,1764.72,True,2024
632,632,True,1823.04,True,2024
633,633,True,1301.04,True,2024
634,634,True,1376.0,True,2024
635,635,True,943.35,True,2024
636,636,False,,False,2024
637,637,True,1668.16,True,2024
638,638,False,,False,2024
639,639,True,1195.04,True,2024
640,640,True,2282.56,True,2024
641,641,True,1805.44,True,2024
642,642,True,1851.0,True,2024
643,643,False,,False,2024
644,644,True,1194.0,True,2024
645,645,False,,False,2024
646,646,True,1002.56,True,2024
647,647,True,1368.64,True,2024
648,648,False,,False,2024
649,649,True,1113.48,True,2024
650,650,True,1519.0,True,2024
651,651,False,,False,2024
652,652,True,1434.72,True,2024
653,653,True,1331.64,True,2024
654,654,True,1513.08,True,2024
655,655,True,1911.6,True,2024
656,656,True,2005.56,True,2024
657,657,True,1461.0,True,2024
658,658,True,1375.0,True,2024
659,659,True,1364.0,True,2024
660,660,True,1305.92,True,2024
661,661,True,1622.6,True,2024
662,662,False,,False,2024
663,663,True,1412.64,True,2024
664,664,True,1520.0,True,2024
665,665,True,1541.16,True,2024
666,666,True,1548.72,True,2024
667,667,False,,False,2024
668,668,True,1175.0,True,2024
669,669,True,1540.0,True,2024
670,670,False,,False,2024
671,671,True,1239.75,True,2024
672,672,True,2028.32,True,2024
673,673,True,1286.48,True,2024
674,674,False,,False,2024
675,675,True,1588.08,True,2024
676,676,False,,False,2024
677,677,False,,False,2024
678,678,True,1219.92,False,2024
679,679,True,2166.08,True,2024
680,680,True,1628.64,True,2024
681,681,True,1759.52,True,2024
682,682,False,,False,2024
683,683,True,1509.76,False,2024
684,684,True,1266.72,True,2024
685,685,True,1866.75,True,2024
686,686,True,2451.6,True,2024
687,687,True,1032.48,True,2024
688,688,True,1701.28,True,2024
689,689,False,,False,2024
690,690,True,1009.84,True,2024
691,691,True,1552.72,True,2024
692,692,True,1454.96,True,2024
693,693,False,,False,2024
694,694,True,1766.24,True,2024
695,695,True,1616.76,True,2024
696,696,True,1402.92,True,2024
697,697,True,1278.72,True,2024
698,698,True,1576.0,True,2024
699,699,True,2355.6,True,2024
700,700,True,1583.92,True,2024
701,701,True,1253.2,True,2024
702,702,False,,False,2024
703,703,True,1846.88,True,2024
704,704,True,1530.36,True,2024
705,705,False,,False,2024
706,706,True,1574.64,True,2024
707,707,True,1638.36,True,2024
708,708,True,1864.8,True,2024
709,709,True,1251.72,True,2024
710,710,True,1372.68,True,2024
711,711,False,,False,2024
712,712,True,1569.36,True,2024
713,713,True,1727.04,True,2024
714,714,True,1576.64,True,2024
715,715,True,1616.16,True,2024
716,716,True,1345.2,True,2024
717,717,True,1603.68,True,2024
718,718,True,2334.08,True,2024
719,719,False,,False,2024
720,720,True,2168.64,True,2024
721,721,True,1296.96,True,2024
722,722,False,,False,2024
723,723,True,1772.28,True,2024
724,724,True,1473.92,True,2024
725,725,False,,False,2024
726,726,True,1782.0,True,2024
727,727,True,2446.08,True,2024
728,728,False,,False,2024
729,729,False,,False,2024
730,730,True,1811.16,True,2024
731,731,True,1559.04,True,2024
732,732,True,1951.04,True,2024
733,733,True,1480.64,True,2024
734,734,True,1277.64,True,2024
735,735,True,1512.0,True,2024
736,736,True,1840.16,True,2024
737,737,True,1476.3,True,2024
738,738,True,1919.68,True,2024
739,739,True,1589.28,True,2024
740,740,True,2413.8,True,2024
741,741,False,,False,2024
742,742,True,1316.52,True,2024
743,743,True,1398.6,True,2024
744,744,False,,False,2024
745,745,True,2184.0,True,2024
746,746,False,,False,2024
747,747,True,1870.56,True,2024
748,748,False,,False,2024
749,749,True,1825.6,True,2024
750,750,True,1256.64,True,2024
751,751,True,1522.0,True,2024
752,752,True,1228.64,True,2024
753,753,True,2168.0,True,2024
754,754,True,1816.56,True,2024
755,755,True,1670.76,True,2024
756,756,True,1617.28,True,2024
757,757,True,1570.24,True,2024
758,758,True,2340.8,True,2024
759,759,False,,False,2024
760,760,True,1702.08,True,2024
761,761,True,1026.0,False,2024
762,762,True,1885.68,True,2024
763,763,True,1329.0,True,2024
764,764,True,1305.72,True,2024
765,765,True,1484.85,True,2024
766,766,True,1604.96,True,2024
767,767,True,1234.0,True,2024
768,768,False,,False,2024
769,769,False,,False,2024
770,770,False,,False,2024
771,771,False,,False,2024
772,772,True,1818.88,True,2024
773,773,True,1405.08,True,2024
774,774,False,,False,2024
775,775,True,1653.48,True,2024
776,776,True,1897.28,True,2024
777,777,True,1734.48,True,2024
778,778,True,1769.04,True,2024
779,779,False,,False,2024
780,780,True,1365.15,True,2024
781,781,True,1479.6,True,2024
782,782,True,2085.44,True,2024
783,783,True,2101.0,True,2024
784,784,True,1588.68,True,2024
785,785,True,1415.44,True,2024
786,786,True,1676.48,True,2024
787,787,True,1204.2,True,2024
788,788,True,2386.8,True,2024
789,789,True,1668.2,True,2024
790,790,True,1593.76,True,2024
791,791,True,1633.05,True,2024
792,792,True,1543.36,True,2024
793,793,True,1973.16,True,2024
794,794,True,1232.15,True,2024
795,795,True,1262.24,True,2024
796,796,False,,False,2024
797,797,False,,False,2024
798,798,True,1410.08,True,2024
799,799,True,1458.08,True,2024
800,800,True,2029.2,True,2024
801,801,True,2031.68,True,2024
802,802,True,1701.0,True,2024
803,803,True,1519.84,True,2024
804,804,True,1560.16,True,2024
805,805,False,,False,2024
806,806,True,1373.0,True,2024
807,807,True,1655.36,True,2024
808,808,True,1260.48,True,2024
809,809,True,1232.0,True,2024
810,810,True,2217.24,True,2024
811,811,True,1423.44,True,2024
812,812,True,1422.72,True,2024
813,813,False,,False,2024
814,814,True,1298.16,True,2024
815,815,True,1447.68,True,2024
816,816,True,1942.08,True,2024
817,817,True,1732.32,True,2024
818,818,False,,False,2024
819,819,True,1846.88,True,2024
820,820,True,1200.8,True,2024
821,821,True,1470.56,True,2024
822,822,True,1576.96,True,2024
823,823,False,,False,2024
824,824,True,1990.56,True,2024
825,825,False,,False,2024
826,826,True,1668.2,True,2024
827,827,False,,False,2024
828,828,True,1316.7,True,2024
829,829,True,2022.0,True,2024
830,830,True,2495.36,True,2024
831,831,True,1463.84,True,2024
832,832,True,1482.88,False,2024
833,833,True,1952.16,True,2024
834,834,False,,False,2024
835,835,True,1199.85,True,2024
836,836,False,,False,2024
837,837,True,1509.76,True,2024
838,838,True,1389.96,True,2024
839,839,True,1115.92,True,2024
840,840,True,1488.48,True,2024
841,841,True,1627.56,True,2024
842,842,True,1560.6,True,2024
843,843,True,1634.08,True,2024
844,844,True,1746.08,True,2024
845,845,False,,False,2024
846,846,True,1842.4,True,2024
847,847,True,1554.56,True,2024
848,848,False,,False,2024
849,849,True,1871.52,True,2024
850,850,True,1348.48,True,2024
851,851,False,,False,2024
852,852,True,1147.6,True,2024
853,853,True,1626.4,True,2024
854,854,False,,False,2024
855,855,True,1293.6,True,2024
856,856,True,1821.0,True,2024
857,857,True,1429.12,True,2024
858,858,True,1531.04,True,2024
859,859,True,1341.36,True,2024
860,860,True,1389.96,True,2024
861,861,False,,False,2024
862,862,True,1928.88,True,2024
863,863,True,1134.56,False,2024
864,864,True,1625.52,True,2024
865,865,True,1450.65,True,2024
866,866,False,,False,2024
867,867,True,1229.28,True,2024
868,868,False,,False,2024
869,869,True,2213.12,True,2024
870,870,True,1622.88,True,2024
871,871,True,1760.4,True,2024
872,872,True,1285.44,True,2024
873,873,True,1244.88,True,2024
874,874,True,1313.85,True,2024
875,875,True,1339.52,True,2024
876,876,False,,False,2024
877,877,False,,False,2024
878,878,True,1305.72,True,2024
879,879,True,1257.8,True,2024
880,880,True,1412.32,True,2024
881,881,True,1399.84,True,2024
882,882,True,1686.96,True,2024
883,883,True,1776.6,True,2024
884,884,True,1037.92,True,2024
885,885,True,1411.2,True,2024
886,886,True,1573.6,True,2024
887,887,True,1265.68,True,2024
888,888,True,1738.24,False,2024
889,889,True,1492.96,True,2024
890,890,False,,False,2024
891,891,True,1806.56,True,2024
892,892,True,1313.28,True,2024
893,893,True,1300.55,True,2024
894,894,False,,False,2024
895,895,False,,False,2024
896,896,True,967.0,True,2024
897,897,True,1385.44,True,2024
898,898,False,,False,2024
899,899,True,1310.4,True,2024
900,900,True,1484.0,True,2024
901,901,True,2390.08,True,2024
902,902,True,1576.64,True,2024
903,903,True,1348.48,True,2024
904,904,False,,False,2024
905,905,True,1162.8,True,2024
906,906,True,1187.5,True,2024
907,907,True,1657.6,True,2024
908,908,True,2060.0,True,2024
909,909,True,1859.76,True,2024
910,910,True,1144.8,True,2024
911,911,True,1452.64,True,2024
